date,he,nevp,pace,pacw,pge,sce,sdge,vea,iso,npsolar,spsolar,zpsolar,solar,npwind,spwind,wind
2020-01-16,6,3829,5662,2847,10240,9805,2114,96,22308,0,0,0,0,702,226,928
2020-01-16,7,4069,5977,3206,11403,10938,2380,105,24885,0,5,0,5,750,239,989
2020-01-16,8,4067,6005,3403,12251,11299,2476,107,26178,94,877,118,1089,747,254,1001
2020-01-16,9,3986,5961,3361,12145,11158,2382,97,25833,444,3050,546,4040,681,277,958
2020-01-16,10,3898,5891,3304,11950,10897,2271,87,25236,729,4672,966,6367,516,308,824
2020-01-16,11,3827,5800,3233,11810,10665,2159,78,24743,753,5182,1109,7044,365,400,765
2020-01-16,12,3771,5714,3142,11678,10452,2052,71,24291,721,5248,1127,7096,287,573,860
2020-01-16,13,3736,5699,3091,11531,10346,2034,67,24013,648,5268,1067,6983,308,784,1092
2020-01-16,14,3723,5677,3038,11478,10341,2079,65,23998,480,5228,901,6609,331,983,1314
2020-01-16,15,3729,5679,3001,11421,10407,2151,62,24075,302,4691,711,5704,301,1122,1423
2020-01-16,16,3771,5772,3012,11554,10649,2261,62,24564,156,3012,418,3586,326,1212,1538
2020-01-16,17,3981,6005,3126,12008,11177,2464,66,25769,40,825,98,963,362,1320,1682
2020-01-16,18,4313,6113,3298,12956,12275,2802,74,28165,0,8,0,8,341,1453,1794
2020-01-16,19,4358,6027,3291,13247,12506,2846,74,28722,0,0,0,0,313,1583,1896
2020-01-16,20,4317,5926,3222,13024,12299,2752,77,28197,0,0,0,0,307,1656,1963
2020-01-16,21,4225,5740,3120,12607,11968,2650,76,27349,0,0,0,0,304,1663,1967
2020-01-16,22,4066,5465,2964,11962,11410,2497,75,25990,0,0,0,0,289,1675,1964
2020-01-16,23,3876,5196,2761,11063,10630,2279,71,24091,0,0,0,0,260,1737,1997
2020-01-16,24,3721,5019,2595,10223,9863,2094,69,22308,0,0,0,0,234,1908,2142
2020-01-17,1,3690,4958,2532,9960,9401,2017,70,21508,0,0,0,0,146,2179,2325
2020-01-17,2,3621,4914,2495,9595,9096,1943,71,20773,0,0,0,0,112,2290,2402
2020-01-17,3,3584,4920,2489,9436,8925,1893,72,20395,0,0,0,0,84,2208,2292
2020-01-17,4,3591,4991,2527,9440,8934,1881,75,20399,0,0,0,0,78,1914,1992
2020-01-17,5,3667,5184,2648,9720,9174,1914,80,20955,0,0,0,0,84,1605,1689
2020-01-17,6,3836,5521,2899,10423,9866,2011,87,22445,0,0,0,0,73,1392,1465
2020-01-17,7,4065,5841,3259,11551,10842,2291,97,24845,0,5,0,5,47,1129,1176
2020-01-17,8,4078,5904,3479,12308,11184,2458,99,26107,87,942,100,1129,28,939,967
2020-01-17,9,4019,5906,3445,12014,10942,2416,93,25514,394,3050,454,3898,18,911,929
2020-01-17,10,3954,5880,3366,11515,10646,2247,85,24527,691,4503,846,6040,15,886,901
2020-01-17,11,3889,5838,3275,11008,10367,2095,79,23588,809,5063,1062,6934,15,563,578
2020-01-17,12,3841,5789,3164,10596,10122,1966,74,22803,834,5249,1142,7225,15,190,205
2020-01-17,13,3797,5780,3081,10346,10002,1876,69,22330,839,5303,1197,7339,14,100,114
2020-01-17,14,3768,5766,3009,10317,9983,1879,64,22287,835,5269,1219,7323,14,103,117
2020-01-17,15,3762,5777,2959,10447,10002,1932,62,22484,788,4778,1143,6709,14,108,122
2020-01-17,16,3812,5844,2960,10763,10195,2014,62,23078,577,3180,823,4580,14,96,110
2020-01-17,17,4004,6064,3074,11335,10730,2210,66,24402,185,914,258,1357,15,96,111
2020-01-17,18,4316,6142,3226,12404,11853,2558,75,26954,0,4,0,4,20,112,132
2020-01-17,19,4357,6029,3188,12748,12091,2670,80,27660,0,0,0,0,24,124,148
2020-01-17,20,4313,5894,3097,12521,11846,2609,81,27123,0,0,0,0,25,123,148
2020-01-17,21,4235,5713,3004,12104,11531,2507,81,26289,0,0,0,0,24,119,143
2020-01-17,22,4111,5504,2871,11576,11103,2403,80,25221,0,0,0,0,20,113,133
2020-01-17,23,3954,5288,2702,10952,10506,2245,77,23847,0,0,0,0,17,104,121
2020-01-17,24,3809,5122,2544,10278,9815,2080,75,22311,0,0,0,0,17,95,112
2020-01-18,1,3750,5006,2430,10026,9594,2011,74,21920,0,0,0,0,30,140,170
2020-01-18,2,3673,4952,2375,9605,9207,1934,75,20848,0,0,0,0,27,135,162
2020-01-18,3,3637,4968,2353,9382,9018,1882,77,20385,0,0,0,0,27,121,148
2020-01-18,4,3631,4992,2366,9291,8923,1853,79,20174,0,0,0,0,26,116,142
2020-01-18,5,3669,5086,2428,9415,9011,1881,84,20419,0,0,0,0,26,122,148
2020-01-18,6,3755,5227,2538,9762,9273,1947,90,21099,0,0,0,0,29,131,160
2020-01-18,7,3868,5409,2692,10335,9671,2081,98,22213,0,7,0,7,32,140,172
2020-01-18,8,3864,5530,2860,10831,9713,2088,101,22761,61,1061,90,1212,32,154,186
2020-01-18,9,3860,5606,2978,10745,9619,1964,92,22460,295,3406,419,4120,30,161,191
2020-01-18,10,3834,5602,3017,10432,9390,1813,82,21745,544,4896,774,6214,29,170,199
2020-01-18,11,3780,5554,2980,10078,9062,1683,72,20924,655,5241,966,6862,28,202,230
2020-01-18,12,3714,5486,2899,9719,8821,1596,65,20232,673,5292,1039,7004,27,224,251
2020-01-18,13,3651,5445,2816,9521,8776,1576,58,19962,676,5328,1065,7069,23,222,245
2020-01-18,14,3597,5414,2732,9486,8771,1607,55,19953,662,5272,1040,6974,18,206,224
2020-01-18,15,3579,5404,2671,9598,8902,1742,54,20328,572,4654,895,6121,14,179,193
2020-01-18,16,3627,5517,2700,10016,9231,1913,56,21257,375,2927,588,3890,12,162,174
2020-01-18,17,3814,5788,2794,10805,9832,2137,61,22893,113,816,179,1108,12,164,176
2020-01-18,18,4156,5925,2957,11985,11031,2477,69,25629,0,8,0,8,17,179,196
2020-01-18,19,4198,5874,2924,12390,11325,2589,73,26426,0,0,0,0,25,198,223
2020-01-18,20,4158,5795,2858,12243,11163,2535,74,26052,0,0,0,0,30,217,247
2020-01-18,21,4102,5661,2778,11926,10884,2460,74,25397,0,0,0,0,34,226,260
2020-01-18,22,4010,5471,2670,11484,10511,2378,73,24531,0,0,0,0,37,219,256
2020-01-18,23,3881,5253,2529,10880,10000,2230,71,23257,0,0,0,0,36,215,251
2020-01-18,24,3754,5085,2394,10231,9425,2080,70,21906,0,0,0,0,33,218,251
2020-01-19,1,3619,4923,2289,9716,9038,1930,70,20781,0,0,0,0,21,244,265
2020-01-19,2,3552,4887,2239,9344,8700,1858,71,20001,0,0,0,0,21,237,258
2020-01-19,3,3521,4883,2225,9136,8458,1800,73,19495,0,0,0,0,23,236,259
2020-01-19,4,3519,4916,2240,9050,8335,1775,75,19264,0,0,0,0,23,244,267
2020-01-19,5,3550,4997,2298,9161,8365,1787,80,19420,0,0,0,0,22,259,281
2020-01-19,6,3623,5105,2402,9471,8627,1843,86,20055,0,0,0,0,25,285,310
2020-01-19,7,3700,5264,2560,9871,8979,1957,94,20937,0,8,0,8,28,300,328
2020-01-19,8,3670,5367,2749,10167,9025,1958,97,21323,54,1049,89,1192,30,301,331
2020-01-19,9,3654,5366,2875,10143,8745,1879,89,20884,240,3239,383,3862,30,298,328
2020-01-19,10,3617,5330,2919,10039,8644,1829,79,20619,412,4608,676,5696,28,297,325
2020-01-19,11,3568,5262,2884,9819,8545,1766,70,20228,493,4996,815,6304,22,309,331
2020-01-19,12,3535,5237,2825,9538,8457,1725,63,19810,532,5012,844,6388,15,307,322
2020-01-19,13,3500,5195,2761,9454,8561,1721,58,19823,532,4835,783,6150,14,294,308
2020-01-19,14,3469,5196,2698,9472,8675,1737,56,19968,473,4377,667,5517,15,274,289
2020-01-19,15,3476,5224,2647,9583,8921,1825,54,20411,363,3529,539,4431,16,269,285
2020-01-19,16,3530,5346,2656,9891,9196,1938,55,21108,232,2067,346,2645,14,300,314
2020-01-19,17,3752,5632,2771,10582,9694,2104,60,22468,74,522,101,697,13,324,337
2020-01-19,18,4080,5782,2957,11825,10801,2362,67,25083,0,2,0,2,11,338,349
2020-01-19,19,4124,5742,2955,12315,11158,2513,67,26080,0,0,0,0,11,364,375
2020-01-19,20,4083,5673,2910,12239,11037,2478,66,25847,0,0,0,0,11,372,383
2020-01-19,21,4006,5525,2826,11892,10707,2365,68,25060,0,0,0,0,11,346,357
2020-01-19,22,3877,5300,2681,11310,10267,2235,66,23905,0,0,0,0,11,302,313
2020-01-19,23,3722,5077,2497,10537,9757,2068,63,22453,0,0,0,0,10,264,274
2020-01-19,24,3576,4957,2354,9865,9158,1920,62,21032,0,0,0,0,9,236,245
2020-01-20,1,3517,4911,2205,9537,9068,1877,62,20623,0,0,0,0,18,192,210
2020-01-20,2,3448,4899,2182,9219,8771,1826,63,19961,0,0,0,0,21,159,180
2020-01-20,3,3418,4939,2181,9077,8611,1759,65,19589,0,0,0,0,20,129,149
2020-01-20,4,3431,5028,2216,9042,8528,1747,67,19460,0,0,0,0,19,99,118
2020-01-20,5,3497,5215,2327,9306,8824,1806,70,20068,0,0,0,0,17,79,96
2020-01-20,6,3640,5497,2560,9878,9374,1935,76,21316,0,0,0,0,15,67,82
2020-01-20,7,3795,5746,2834,10743,10224,2115,83,23208,0,4,0,4,18,63,81
2020-01-20,8,3813,5857,3026,11310,10487,2187,87,24140,24,409,33,466,18,58,76
2020-01-20,9,3799,5893,3095,11472,10696,2201,81,24522,131,1344,161,1636,18,58,76
2020-01-20,10,3781,5863,3108,11399,10648,2182,75,24345,242,2081,331,2654,22,73,95
2020-01-20,11,3760,5809,3057,11185,10533,2041,69,23884,318,2451,501,3270,21,76,97
2020-01-20,12,3705,5715,2952,10982,10408,1969,63,23477,375,2686,599,3660,16,70,86
2020-01-20,13,3689,5664,2867,10854,10369,2015,59,23359,364,2699,561,3624,14,67,81
2020-01-20,14,3683,5595,2794,10867,10438,2082,56,23518,324,2402,480,3206,14,70,84
2020-01-20,15,3691,5583,2735,10881,10521,2163,54,23706,275,1927,404,2606,17,108,125
2020-01-20,16,3731,5661,2743,11047,10739,2220,55,24127,176,1153,260,1589,26,153,179
2020-01-20,17,3903,5928,2846,11633,11096,2353,59,25216,52,301,75,428,34,170,204
2020-01-20,18,4225,6087,3033,12687,12059,2636,67,27512,0,1,0,1,36,167,203
2020-01-20,19,4287,6021,3050,13091,12324,2736,68,28270,0,0,0,0,37,206,243
2020-01-20,20,4240,5913,2986,12832,12108,2670,68,27724,0,0,0,0,38,288,326
2020-01-20,21,4149,5698,2904,12386,11730,2550,67,26812,0,0,0,0,41,350,391
2020-01-20,22,3988,5406,2732,11736,11153,2380,66,25415,0,0,0,0,45,450,495
2020-01-20,23,3780,5141,2526,10804,10445,2171,64,23557,0,0,0,0,51,555,606
2020-01-20,24,3614,4982,2356,10059,9758,1983,63,21941,0,0,0,0,67,604,671
2020-01-21,1,3512,4899,2173,9693,9267,1914,60,21002,0,0,0,0,80,902,982
2020-01-21,2,3444,4879,2133,9312,8908,1854,60,20194,0,0,0,0,80,995,1075
2020-01-21,3,3413,4880,2121,9099,8704,1805,62,19732,0,0,0,0,75,1107,1182
2020-01-21,4,3429,4962,2150,9090,8656,1785,64,19662,0,0,0,0,74,1215,1289
2020-01-21,5,3508,5178,2257,9360,8914,1839,69,20260,0,0,0,0,89,1319,1408
2020-01-21,6,3683,5550,2511,10029,9632,1982,76,21785,0,0,0,0,109,1433,1542
2020-01-21,7,3911,5870,2859,11152,10732,2257,84,24266,0,4,0,4,126,1518,1644
2020-01-21,8,3929,5897,3052,11991,11101,2361,88,25568,56,767,86,909,157,1509,1666
2020-01-21,9,3878,5855,3023,12038,11089,2309,82,25588,274,2621,391,3286,195,1411,1606
2020-01-21,10,3814,5789,2975,11918,10966,2237,75,25245,491,3901,738,5130,220,1306,1526
2020-01-21,11,3758,5711,2915,11767,10787,2124,70,24796,573,4345,959,5877,217,1369,1586
2020-01-21,12,3713,5644,2840,11573,10654,2035,66,24388,601,4582,1062,6245,215,1630,1845
2020-01-21,13,3679,5635,2790,11429,10537,1993,64,24083,596,4698,1089,6383,225,1928,2153
2020-01-21,14,3662,5610,2741,11431,10578,2022,62,24167,549,4629,1054,6232,238,2071,2309
2020-01-21,15,3675,5613,2695,11340,10600,2091,60,24158,449,4206,931,5586,237,2072,2309
2020-01-21,16,3729,5692,2706,11443,10778,2204,60,24557,276,2874,634,3784,191,1987,2178
2020-01-21,17,3917,5936,2804,11902,11158,2393,64,25569,79,850,198,1127,140,1909,2049
2020-01-21,18,4215,6060,2966,12927,12135,2522,70,27716,0,6,0,6,123,1870,1993
2020-01-21,19,4264,5980,2970,13324,12377,2655,71,28471,0,0,0,0,120,1818,1938
2020-01-21,20,4218,5878,2908,13098,12189,2618,70,28039,0,0,0,0,126,1793,1919
2020-01-21,21,4127,5676,2810,12626,11824,2502,70,27090,0,0,0,0,131,1822,1953
2020-01-21,22,3963,5382,2643,11935,11270,2337,68,25709,0,0,0,0,125,1921,2046
2020-01-21,23,3778,5106,2442,10966,10505,2131,65,23722,0,0,0,0,115,2021,2136
2020-01-21,24,3606,4932,2278,10170,9771,1956,63,22020,0,0,0,0,104,2077,2181
2020-01-22,1,3489,4886,2185,9644,9239,1937,60,20916,0,0,0,0,82,2342,2424
2020-01-22,2,3426,4851,2138,9297,8889,1898,61,20173,0,0,0,0,72,2291,2363
2020-01-22,3,3400,4855,2125,9083,8684,1842,63,19700,0,0,0,0,63,2214,2277
2020-01-22,4,3418,4936,2155,9046,8638,1824,66,19602,0,0,0,0,56,2144,2200
2020-01-22,5,3502,5153,2264,9284,8892,1874,72,20151,0,0,0,0,49,2110,2159
2020-01-22,6,3691,5519,2523,10022,9612,1990,80,21732,0,0,0,0,42,1981,2023
2020-01-22,7,3926,5844,2885,11239,10704,2272,89,24331,0,6,0,6,39,1811,1850
2020-01-22,8,3937,5876,3093,12079,11093,2365,91,25655,65,828,80,973,40,1388,1428
2020-01-22,9,3869,5847,3044,11875,11020,2240,84,25246,332,2776,394,3502,45,929,974
2020-01-22,10,3790,5801,2987,11538,10835,2067,75,24543,635,4427,791,5853,48,615,663
2020-01-22,11,3730,5745,2917,11201,10641,1974,69,23913,776,5201,1051,7028,47,514,561
2020-01-22,12,3670,5686,2833,10850,10497,1907,64,23345,805,5416,1157,7378,45,528,573
2020-01-22,13,3636,5680,2775,10628,10459,1890,61,23066,818,5523,1174,7515,41,631,672
2020-01-22,14,3620,5661,2716,10580,10529,1922,59,23117,829,5533,1152,7514,34,715,749
2020-01-22,15,3629,5671,2689,10638,10657,2015,58,23395,811,5107,1075,6993,27,723,750
2020-01-22,16,3681,5756,2697,10893,10864,2159,58,24007,635,3543,802,4980,22,706,728
2020-01-22,17,3877,5982,2788,11538,11280,2372,62,25286,220,1095,274,1589,18,673,691
2020-01-22,18,4176,6094,2957,12618,12270,2691,68,27675,0,16,0,16,23,641,664
2020-01-22,19,4220,6012,2953,13018,12523,2773,69,28410,0,0,0,0,33,560,593
2020-01-22,20,4179,5907,2879,12777,12297,2712,68,27883,0,0,0,0,36,429,465
2020-01-22,21,4099,5710,2785,12340,11909,2590,69,26935,0,0,0,0,37,318,355
2020-01-22,22,3944,5422,2628,11693,11344,2453,67,25584,0,0,0,0,47,275,322
2020-01-22,23,3765,5156,2428,10829,10571,2241,65,23733,0,0,0,0,57,264,321
2020-01-22,24,3607,4991,2268,10076,9833,2021,63,22023,0,0,0,0,56,235,291
2020-01-23,1,3492,4865,2119,9411,9229,1925,61,20654,0,0,0,0,45,271,316
2020-01-23,2,3435,4825,2072,9087,8892,1871,62,19941,0,0,0,0,39,194,233
2020-01-23,3,3407,4834,2057,8905,8712,1824,64,19533,0,0,0,0,33,162,195
2020-01-23,4,3426,4920,2085,8880,8676,1812,67,19463,0,0,0,0,30,147,177
2020-01-23,5,3509,5136,2187,9164,8923,1869,72,20056,0,0,0,0,27,144,171
2020-01-23,6,3690,5507,2442,9857,9613,2047,80,21625,0,0,0,0,23,43,66
2020-01-23,7,3928,5824,2784,11194,10639,2317,90,24267,0,9,0,9,16,139,155
2020-01-23,8,3928,5857,2969,11937,10925,2388,90,25369,58,1182,105,1345,13,135,148
2020-01-23,9,3853,5827,2926,11781,10841,2294,83,25029,251,3782,466,4499,12,122,134
2020-01-23,10,3773,5776,2879,11431,10583,2103,74,24221,447,5473,846,6766,12,117,129
2020-01-23,11,3705,5708,2815,11096,10310,1974,67,23476,575,5928,1027,7530,13,121,134
2020-01-23,12,3652,5635,2730,10784,10210,1891,61,22976,647,5968,1081,7696,16,115,131
2020-01-23,13,3611,5621,2676,10614,10219,1873,59,22793,675,5994,1116,7785,18,95,113
2020-01-23,14,3591,5598,2621,10590,10314,1930,57,22921,660,5952,1103,7715,19,76,95
2020-01-23,15,3595,5596,2562,10717,10474,2024,55,23299,588,5510,984,7082,21,59,80
2020-01-23,16,3640,5665,2565,10963,10772,2154,55,23974,422,3852,708,4982,22,47,69
2020-01-23,17,3816,5887,2658,11720,11171,2345,59,25323,140,1214,246,1600,25,43,68
2020-01-23,18,4113,5997,2819,12610,12132,2635,65,27471,0,33,0,33,31,58,89
2020-01-23,19,4162,5918,2823,12941,12431,2766,66,28231,0,0,0,0,40,90,130
2020-01-23,20,4117,5826,2762,12700,12222,2689,65,27704,0,0,0,0,48,107,155
2020-01-23,21,4036,5634,2672,12251,11859,2578,64,26780,0,0,0,0,58,94,152
2020-01-23,22,3881,5361,2524,11629,11322,2392,63,25434,0,0,0,0,73,81,154
2020-01-23,23,3711,5104,2336,10817,10522,2188,60,23615,0,0,0,0,89,87,176
2020-01-23,24,3553,4946,2178,10053,9772,2008,59,21920,0,0,0,0,102,102,204
2020-01-24,1,3441,4870,2038,9481,9268,1940,57,20789,0,0,0,0,125,143,268
2020-01-24,2,3374,4836,1984,9146,8976,1872,58,20099,0,0,0,0,143,214,357
2020-01-24,3,3348,4846,1965,8949,8768,1819,60,19644,0,0,0,0,146,319,465
2020-01-24,4,3365,4928,1987,8920,8711,1808,63,19549,0,0,0,0,147,453,600
2020-01-24,5,3440,5129,2079,9178,8937,1857,68,20086,0,0,0,0,145,601,746
2020-01-24,6,3608,5469,2303,9867,9598,2002,76,21583,0,0,0,0,141,692,833
2020-01-24,7,3836,5782,2624,11035,10631,2261,86,24060,0,9,0,9,140,733,873
2020-01-24,8,3846,5834,2823,11685,10814,2321,86,24935,85,984,118,1187,132,780,912
2020-01-24,9,3796,5808,2808,11539,10674,2205,78,24524,363,3217,502,4082,118,793,911
2020-01-24,10,3733,5760,2775,10994,10417,2048,69,23562,622,4795,892,6309,104,767,871
2020-01-24,11,3672,5696,2721,10530,10198,1910,61,22737,755,5259,1061,7075,77,882,959
2020-01-24,12,3622,5622,2644,10151,10050,1833,56,22141,809,5289,1108,7206,58,1136,1194
2020-01-24,13,3591,5595,2585,9923,10016,1802,52,21847,839,5381,1143,7363,58,1383,1441
2020-01-24,14,3581,5567,2529,9925,10112,1836,51,21986,861,5387,1132,7380,49,1574,1623
2020-01-24,15,3596,5550,2482,10053,10198,1904,49,22249,831,4891,1050,6772,40,1630,1670
2020-01-24,16,3650,5609,2478,10393,10440,2022,49,22957,657,3413,772,4842,35,1497,1532
2020-01-24,17,3804,5810,2561,11198,10788,2207,53,24297,251,1117,276,1644,34,1425,1459
2020-01-24,18,4072,5904,2708,12254,11702,2488,60,26534,2,31,3,36,39,1490,1529
2020-01-24,19,4099,5803,2702,12494,11922,2601,61,27117,0,0,0,0,42,1552,1594
2020-01-24,20,4047,5679,2629,12226,11660,2542,60,26524,0,0,0,0,41,1583,1624
2020-01-24,21,3971,5508,2540,11803,11292,2444,58,25625,0,0,0,0,39,1463,1502
2020-01-24,22,3856,5300,2417,11311,10942,2333,58,24675,0,0,0,0,39,1228,1267
2020-01-24,23,3742,5085,2265,10596,10316,2175,56,23181,0,0,0,0,43,996,1039
2020-01-24,24,3594,4919,2128,9929,9645,2017,56,21685,0,0,0,0,47,822,869
2020-01-25,1,3485,4773,2035,9432,9259,1923,57,20699,0,0,0,0,70,944,1014
2020-01-25,2,3402,4726,1981,9049,8861,1850,58,19853,0,0,0,0,63,833,896
2020-01-25,3,3363,4717,1962,8800,8599,1794,60,19293,0,0,0,0,53,771,824
2020-01-25,4,3354,4755,1968,8698,8465,1775,62,19036,0,0,0,0,48,672,720
2020-01-25,5,3382,4844,2015,8748,8537,1787,65,19178,0,0,0,0,44,562,606
2020-01-25,6,3463,4989,2119,9040,8850,1834,70,19834,0,0,0,0,38,534,572
2020-01-25,7,3544,5156,2262,9569,9279,1953,78,20919,0,6,0,6,42,519,561
2020-01-25,8,3531,5293,2420,10060,9314,1968,80,21483,80,1087,97,1264,40,360,400
2020-01-25,9,3552,5356,2537,10185,9352,1904,74,21563,350,3579,471,4400,26,153,179
2020-01-25,10,3549,5354,2587,10112,9124,1776,66,21109,590,5213,889,6692,18,65,83
2020-01-25,11,3519,5308,2558,9879,8976,1647,59,20589,667,5643,1105,7415,14,44,58
2020-01-25,12,3482,5247,2491,9540,8909,1557,55,20098,694,5712,1182,7588,15,45,60
2020-01-25,13,3449,5210,2417,9397,8914,1506,52,19897,731,5768,1206,7705,17,44,61
2020-01-25,14,3432,5182,2343,9349,8962,1513,50,19905,747,5750,1191,7688,18,40,58
2020-01-25,15,3446,5182,2282,9476,9123,1570,49,20248,693,5339,1097,7129,16,31,47
2020-01-25,16,3499,5270,2297,9824,9394,1713,50,21010,494,3711,782,4987,17,27,44
2020-01-25,17,3675,5491,2393,10466,9919,1935,54,22408,189,1155,297,1641,21,39,60
2020-01-25,18,3969,5656,2538,11409,10791,2254,62,24545,17,28,27,72,33,59,92
2020-01-25,19,3992,5609,2525,11808,11085,2422,63,25405,0,0,0,0,59,78,137
2020-01-25,20,3928,5521,2461,11567,10882,2402,61,24940,0,0,0,0,85,85,170
2020-01-25,21,3851,5389,2380,11167,10577,2304,59,24135,0,0,0,0,109,89,198
2020-01-25,22,3744,5206,2276,10681,10201,2214,57,23180,0,0,0,0,130,105,235
2020-01-25,23,3650,4991,2146,10145,9732,2075,56,22035,0,0,0,0,149,122,271
2020-01-25,24,3512,4826,2025,9539,9174,1943,55,20737,0,0,0,0,173,162,335
2020-01-26,1,3402,4727,1895,9018,8832,1895,55,19827,0,0,0,0,184,130,314
2020-01-26,2,3320,4686,1847,8653,8476,1826,56,19039,0,0,0,0,237,204,441
2020-01-26,3,3276,4676,1829,8432,8225,1772,57,18513,0,0,0,0,259,262,521
2020-01-26,4,3266,4707,1835,8308,8094,1737,60,18226,0,0,0,0,263,344,607
2020-01-26,5,3291,4772,1881,8364,8099,1732,64,18286,0,0,0,0,258,466,724
2020-01-26,6,3357,4881,1968,8567,8267,1772,69,18703,0,0,0,0,240,633,873
2020-01-26,7,3428,5030,2100,8987,8550,1856,77,19498,0,8,0,8,221,938,1159
2020-01-26,8,3403,5142,2257,9403,8533,1870,78,19932,33,1041,70,1144,226,1217,1443
2020-01-26,9,3429,5156,2384,9530,8506,1828,74,20010,200,3387,302,3889,255,1309,1564
2020-01-26,10,3444,5140,2448,9515,8376,1716,68,19712,429,4952,529,5910,310,1391,1701
2020-01-26,11,3433,5094,2435,9395,8193,1599,61,19280,583,5378,661,6622,351,1643,1994
2020-01-26,12,3414,5092,2390,9189,8039,1526,57,18851,653,5428,752,6833,363,1982,2345
2020-01-26,13,3402,5068,2341,9046,7987,1525,55,18648,686,5509,785,6980,375,2196,2571
2020-01-26,14,3412,5084,2289,9022,8009,1531,53,18657,721,5411,778,6910,415,2295,2710
2020-01-26,15,3445,5113,2254,9107,8198,1639,51,19042,738,5021,736,6495,464,2383,2847
2020-01-26,16,3523,5256,2267,9400,8473,1788,52,19749,588,3488,545,4621,466,2475,2941
2020-01-26,17,3693,5503,2368,9997,9067,2000,56,21149,264,1074,229,1567,446,2523,2969
2020-01-26,18,3989,5649,2537,11183,10309,2328,64,23911,41,27,32,100,453,2531,2984
2020-01-26,19,3997,5607,2561,11734,10914,2483,64,25223,0,0,0,0,472,2610,3082
2020-01-26,20,3933,5522,2521,11586,10855,2450,63,24981,0,0,0,0,477,2688,3165
2020-01-26,21,3856,5365,2444,11233,10586,2340,60,24247,0,0,0,0,446,2687,3133
2020-01-26,22,3721,5132,2306,10752,10260,2217,58,23316,0,0,0,0,413,2633,3046
2020-01-26,23,3596,4907,2131,10046,9724,2057,56,21910,0,0,0,0,357,2534,2891
2020-01-26,24,3449,4768,1997,9359,9105,1914,55,20461,0,0,0,0,288,2427,2715
2020-01-27,1,3352,4652,1929,9042,8628,1847,53,19598,0,0,0,0,289,2279,2568
2020-01-27,2,3293,4644,1902,8779,8372,1803,54,19035,0,0,0,0,270,2101,2371
2020-01-27,3,3272,4674,1903,8620,8225,1764,56,18695,0,0,0,0,276,1931,2207
2020-01-27,4,3287,4776,1944,8653,8311,1751,58,18806,0,0,0,0,274,1826,2100
2020-01-27,5,3369,5004,2064,8953,8608,1795,63,19447,0,0,0,0,275,1855,2130
2020-01-27,6,3552,5391,2328,9696,9350,1955,71,21100,0,0,0,0,285,1781,2066
2020-01-27,7,3794,5726,2704,10894,10477,2233,81,23714,0,8,0,8,294,1656,1950
2020-01-27,8,3804,5776,2918,11705,10880,2313,82,25019,132,1179,133,1444,295,1651,1946
2020-01-27,9,3759,5756,2884,11504,10684,2185,76,24497,574,3788,600,4962,277,1618,1895
2020-01-27,10,3702,5720,2838,11109,10526,1996,70,23741,936,5466,1060,7462,241,1501,1742
2020-01-27,11,3656,5671,2774,10657,10366,1869,65,22991,995,5895,1242,8132,246,1277,1523
2020-01-27,12,3612,5617,2692,10269,10207,1795,62,22369,970,5952,1294,8216,264,1049,1313
2020-01-27,13,3588,5608,2633,10048,10201,1794,60,22141,970,6113,1316,8399,263,957,1220
2020-01-27,14,3577,5580,2576,10030,10278,1828,58,22229,975,6076,1292,8343,256,1038,1294
2020-01-27,15,3593,5572,2520,10159,10434,1908,56,22594,966,5759,1211,7936,243,1166,1409
2020-01-27,16,3645,5625,2514,10527,10675,2052,57,23344,769,4157,905,5831,249,1215,1464
2020-01-27,17,3815,5846,2608,11295,11058,2234,61,24678,339,1328,382,2049,285,1383,1668
2020-01-27,18,4075,5974,2754,12383,12020,2538,68,27036,45,36,53,134,328,1644,1972
2020-01-27,19,4119,5906,2778,12868,12368,2690,68,28023,0,0,0,0,370,1779,2149
2020-01-27,20,4066,5796,2723,12654,12185,2634,67,27568,0,0,0,0,407,1805,2212
2020-01-27,21,3975,5589,2631,12201,11795,2512,65,26603,0,0,0,0,421,1729,2150
2020-01-27,22,3812,5288,2474,11534,11212,2378,63,25215,0,0,0,0,426,1589,2015
2020-01-27,23,3639,5017,2281,10633,10414,2177,59,23311,0,0,0,0,417,1437,1854
2020-01-27,24,3466,4861,2125,9858,9683,2003,58,21630,0,0,0,0,391,1290,1681
2020-01-28,1,3408,4840,2017,9356,9341,1890,58,20680,0,0,0,0,351,1029,1380
2020-01-28,2,3348,4813,1974,9053,8980,1830,59,19963,0,0,0,0,283,800,1083
2020-01-28,3,3320,4828,1959,8886,8840,1789,62,19616,0,0,0,0,254,670,924
2020-01-28,4,3342,4918,1979,8882,8813,1785,64,19580,0,0,0,0,242,748,990
2020-01-28,5,3423,5138,2073,9152,9083,1844,70,20184,0,0,0,0,217,875,1092
2020-01-28,6,3613,5510,2316,9975,9826,2014,78,21922,0,0,0,0,179,953,1132
2020-01-28,7,3852,5831,2658,11161,10893,2300,87,24468,0,8,0,8,170,987,1157
2020-01-28,8,3868,5862,2844,11941,11201,2351,89,25614,87,1246,78,1411,177,1005,1182
2020-01-28,9,3807,5813,2818,11799,11053,2188,82,25166,401,3867,349,4617,169,978,1147
