date,he,node,dalmp,dacon,daloss,rtlmp,rtcon,rtloss
2018-05-20,9,TH_SP15_GEN,-1.64,0.39,0.12,-10.8,0.64,0.46
2018-05-20,10,TH_SP15_GEN,-3.77,0.52,0.25,-3.68,0,0.17
2018-05-20,11,TH_SP15_GEN,-3.62,0.38,0.24,-1.82,0,0.09
2018-05-20,12,TH_SP15_GEN,-3.72,0.2,0.24,10.18,0,-0.46
2018-05-20,13,TH_SP15_GEN,-4.47,0.19,0.28,8.52,0,-0.37
2018-05-20,14,TH_SP15_GEN,-3.14,0.15,0.2,-3.15,0,0.15
2018-05-20,15,TH_SP15_GEN,-0.94,0.02,0.06,-4.85,0,0.22
2018-05-20,16,TH_SP15_GEN,0,0,0,-3.89,0,0.16
2018-05-20,17,TH_SP15_GEN,0.63,0,-0.04,10.3,0,-0.44
2018-05-20,18,TH_SP15_GEN,9.06,0,-0.43,13.87,0,-0.41
2018-05-20,19,TH_SP15_GEN,32.26,0,-1.34,18.21,0,-0.16
2018-05-20,20,TH_SP15_GEN,36.42,0,-1.49,19.57,0,0
2018-05-20,21,TH_SP15_GEN,50.76,0,-2.18,24.62,0,-0.07
2018-05-20,22,TH_SP15_GEN,37.19,0,-1.61,23.67,0.52,-0.14
2018-05-20,23,TH_SP15_GEN,26.68,0,-1.02,16.78,0,-0.22
2018-05-20,24,TH_SP15_GEN,17.34,0,-0.66,13.1,0,-0.21
2018-05-21,1,TH_SP15_GEN,14.82,0,-0.6,10.4,0,-0.13
2018-05-21,2,TH_SP15_GEN,14.58,0,-0.49,13.37,0,-0.23
2018-05-21,3,TH_SP15_GEN,13.88,0,-0.46,12.98,0,-0.25
2018-05-21,4,TH_SP15_GEN,14.57,0,-0.46,13.86,0,-0.25
2018-05-21,5,TH_SP15_GEN,20.47,0,-0.59,18.24,0,-0.2
2018-05-21,6,TH_SP15_GEN,26.41,0,-1.03,18.88,0,-0.44
2018-05-21,7,TH_SP15_GEN,28.75,0,-0.9,22.74,0,-0.4
2018-05-21,8,TH_SP15_GEN,24.86,0,-1.1,24.35,0,-0.72
2018-05-21,9,TH_SP15_GEN,19.4,0,-1.1,18.52,0,-0.74
2018-05-21,10,TH_SP15_GEN,14.42,0.15,-0.73,20.15,0.14,-0.92
2018-05-21,11,TH_SP15_GEN,14.98,0.4,-0.81,13.4,-2.33,-0.96
2018-05-21,12,TH_SP15_GEN,15.45,0.62,-0.86,12.67,-3.45,-1.15
2018-05-21,13,TH_SP15_GEN,14.89,0.36,-0.81,15.42,-0.68,-1.16
2018-05-21,14,TH_SP15_GEN,14.63,0.07,-0.8,16.8,0,-1.12
2018-05-21,15,TH_SP15_GEN,14.31,-0.34,-0.89,12.37,-1.5,-1.13
2018-05-21,16,TH_SP15_GEN,14.51,0,-0.91,12.83,0,-0.83
2018-05-21,17,TH_SP15_GEN,17.07,0,-1.08,12.84,0,-0.85
2018-05-21,18,TH_SP15_GEN,22.76,0,-1.33,15.66,0,-0.79
2018-05-21,19,TH_SP15_GEN,30,0,-1.51,19.79,0,-0.72
2018-05-21,20,TH_SP15_GEN,39.22,0,-1.67,24.56,0,-0.46
2018-05-21,21,TH_SP15_GEN,56.88,0,-2.35,28.02,0,0
2018-05-21,22,TH_SP15_GEN,38.44,0,-1.49,24.1,0,-0.28
2018-05-21,23,TH_SP15_GEN,25.65,0,-1.14,20.38,0,-0.65
2018-05-21,24,TH_SP15_GEN,21.33,0,-0.96,17.5,0,-0.58
2018-05-22,1,TH_SP15_GEN,18.96,0,-0.85,18.44,0,-0.54
2018-05-22,2,TH_SP15_GEN,17.83,0,-0.7,17.04,0,-0.45
2018-05-22,3,TH_SP15_GEN,17.53,0,-0.67,16.77,0,-0.47
2018-05-22,4,TH_SP15_GEN,17.65,0,-0.67,16.32,0,-0.44
2018-05-22,5,TH_SP15_GEN,20.61,0,-0.76,17.6,0,-0.43
2018-05-22,6,TH_SP15_GEN,27.26,0,-1.17,20.81,0,-0.69
2018-05-22,7,TH_SP15_GEN,31.18,0.25,-1.25,28.36,0,-0.8
2018-05-22,8,TH_SP15_GEN,25.69,0.46,-1.3,20.06,0,-0.88
2018-05-22,9,TH_SP15_GEN,19.33,0.29,-1,18.68,0,-1.13
2018-05-22,10,TH_SP15_GEN,17.71,0.06,-1.06,21.13,0.57,-1.16
2018-05-22,11,TH_SP15_GEN,17.77,-0.14,-1.04,49.62,11.49,-1.84
2018-05-22,12,TH_SP15_GEN,18.12,-0.11,-1.01,38.72,9.74,-1.53
2018-05-22,13,TH_SP15_GEN,17.57,-0.09,-0.97,20.45,0.62,-0.61
2018-05-22,14,TH_SP15_GEN,18.36,0,-0.98,20.29,-0.54,-0.56
2018-05-22,15,TH_SP15_GEN,17.38,0,-1.01,20.07,1.42,-1.22
2018-05-22,16,TH_SP15_GEN,17.65,-0.01,-1.07,19.55,-0.7,-1.17
2018-05-22,17,TH_SP15_GEN,18.86,0,-1.04,19.25,-0.66,-1.05
2018-05-22,18,TH_SP15_GEN,22.76,-0.01,-1.23,16.93,0,-0.8
2018-05-22,19,TH_SP15_GEN,30.89,-0.03,-1.29,28.36,1.16,-0.7
2018-05-22,20,TH_SP15_GEN,38.34,-0.13,-1.46,31.76,1.11,-0.69
2018-05-22,21,TH_SP15_GEN,51.93,-0.36,-2.01,34.2,1.44,-0.43
2018-05-22,22,TH_SP15_GEN,37.94,-0.14,-1.49,34.2,1.44,-0.43
2018-05-22,23,TH_SP15_GEN,27.42,0,-1.17,33.88,1.32,-0.63
2018-05-22,24,TH_SP15_GEN,23.07,0,-0.97,21.95,0.33,-0.51
2018-05-23,1,TH_SP15_GEN,22.66,0,-0.84,22.8,0,-0.44
2018-05-23,2,TH_SP15_GEN,19.71,0,-0.76,22.31,0,-0.49
2018-05-23,3,TH_SP15_GEN,17.92,0,-0.66,21.46,0,-0.36
2018-05-23,4,TH_SP15_GEN,17.81,0,-0.62,19.53,0,-0.35
2018-05-23,5,TH_SP15_GEN,20.59,0,-0.7,32.34,0,-0.6
2018-05-23,6,TH_SP15_GEN,26.26,0,-1.1,26.83,0,-0.72
2018-05-23,7,TH_SP15_GEN,32.32,0,-1.31,26.29,0,-0.45
2018-05-23,8,TH_SP15_GEN,26.53,0.21,-1.27,35.88,3.5,-1.09
2018-05-23,9,TH_SP15_GEN,20.69,0.15,-1.03,28.6,3.45,0
2018-05-23,10,TH_SP15_GEN,19.59,-0.17,-1.14,50.29,11.8,0
2018-05-23,11,TH_SP15_GEN,19.28,-0.05,-1.17,51.13,9.73,0
2018-05-23,12,TH_SP15_GEN,19.22,-0.07,-1.11,52.95,10.5,-1.87
2018-05-23,13,TH_SP15_GEN,18.15,-0.01,-0.99,27.19,1.46,-1.07
2018-05-23,14,TH_SP15_GEN,17.99,-0.04,-1.07,19.92,0,-1.36
2018-05-23,15,TH_SP15_GEN,19.39,0.13,-1.16,18.13,0,-0.32
2018-05-23,16,TH_SP15_GEN,18.98,-0.02,-1.16,19,0,-1.26
2018-05-23,17,TH_SP15_GEN,20.64,-0.32,-1.25,18.46,0,-1.06
2018-05-23,18,TH_SP15_GEN,24.24,-0.11,-1.34,21.68,0,-0.82
2018-05-23,19,TH_SP15_GEN,31.66,0,-1.51,26.99,0,-0.34
2018-05-23,20,TH_SP15_GEN,39.24,0,-1.74,34.99,0,-0.15
2018-05-23,21,TH_SP15_GEN,52.23,0,-2.29,42.18,0,-0.33
2018-05-23,22,TH_SP15_GEN,39.06,0,-1.66,36.6,0,-0.32
2018-05-23,23,TH_SP15_GEN,29.01,0,-1.36,30.74,0,-0.58
2018-05-23,24,TH_SP15_GEN,23.18,0,-1.07,27.95,0,-0.71
2018-05-24,1,TH_SP15_GEN,23.87,0,-1.25,18.35,0,-0.21
2018-05-24,2,TH_SP15_GEN,22.74,0,-1.09,23.59,0,-0.55
2018-05-24,3,TH_SP15_GEN,21.76,0,-0.99,19.05,0,-0.37
2018-05-24,4,TH_SP15_GEN,20.98,0,-0.9,20.64,0,-0.32
2018-05-24,5,TH_SP15_GEN,23.66,0,-1.08,27.48,4.95,-0.36
2018-05-24,6,TH_SP15_GEN,28.64,0,-1.45,25.18,0,-0.53
2018-05-24,7,TH_SP15_GEN,32.27,-0.03,-1.6,33.15,0.13,-0.44
2018-05-24,8,TH_SP15_GEN,26.41,0.13,-1.38,19.2,0,-0.43
2018-05-24,9,TH_SP15_GEN,21.27,-0.08,-1.32,16.39,0,-0.56
2018-05-24,10,TH_SP15_GEN,20.99,-0.1,-1.43,16.96,0,0
2018-05-24,11,TH_SP15_GEN,19.11,-0.08,-1.35,16.54,0,0
2018-05-24,12,TH_SP15_GEN,18.41,-0.98,-1.38,17.29,0,0
2018-05-24,13,TH_SP15_GEN,18.2,-0.62,-1.24,17.92,0,0
2018-05-24,14,TH_SP15_GEN,15.75,-1.18,-1.16,17.84,0,0
2018-05-24,15,TH_SP15_GEN,15.35,-0.83,-1.06,17.81,0,0
2018-05-24,16,TH_SP15_GEN,18.83,-0.55,-1.25,19.41,0,0
2018-05-24,17,TH_SP15_GEN,20.05,-0.3,-1.24,18.85,0,0
2018-05-24,18,TH_SP15_GEN,25.17,-0.15,-1.5,19.66,0,0
2018-05-24,19,TH_SP15_GEN,32.86,0,-1.74,23.67,0,0
2018-05-24,20,TH_SP15_GEN,43.17,0,-2.06,33.32,0,0
2018-05-24,21,TH_SP15_GEN,55.85,0,-2.74,45.87,0,0
2018-05-24,22,TH_SP15_GEN,42.22,0,-1.86,35.37,0,0
2018-05-24,23,TH_SP15_GEN,33.04,0,-1.6,25.85,0,-0.22
2018-05-24,24,TH_SP15_GEN,25.28,0,-1.28,23.45,0,-0.26
2018-05-25,1,TH_SP15_GEN,21.55,0,-1.12,20.26,0.38,-0.4
2018-05-25,2,TH_SP15_GEN,19.83,0,-0.87,20.44,0.42,-0.28
2018-05-25,3,TH_SP15_GEN,19.27,0,-0.79,19.43,0.43,-0.33
2018-05-25,4,TH_SP15_GEN,19.27,0,-0.78,19.42,0.86,-0.29
2018-05-25,5,TH_SP15_GEN,21.25,0,-0.9,29.69,2.98,-0.37
2018-05-25,6,TH_SP15_GEN,29.47,0,-1.48,25.26,0,-0.6
2018-05-25,7,TH_SP15_GEN,32.19,0,-1.66,47.35,11.27,-0.81
2018-05-25,8,TH_SP15_GEN,26.51,-0.19,-1.59,40.79,8.88,-1.36
2018-05-25,9,TH_SP15_GEN,20.83,-0.02,-1.42,20.17,1.33,-0.95
2018-05-25,10,TH_SP15_GEN,19.56,-0.14,-1.46,20.17,1.33,-0.95
2018-05-25,11,TH_SP15_GEN,18.62,-0.18,-1.45,20.17,1.33,-0.95
2018-05-25,12,TH_SP15_GEN,15.85,-0.28,-1.27,20.17,1.33,-0.95
2018-05-25,13,TH_SP15_GEN,14.85,-0.18,-1.16,20.17,1.33,-0.95
2018-05-25,14,TH_SP15_GEN,12.91,-0.81,-1.08,19.66,0.67,-0.48
2018-05-25,15,TH_SP15_GEN,12.39,-0.24,-1.05,17.19,0,-1.01
2018-05-25,16,TH_SP15_GEN,12.02,0,-0.89,15.58,0,0
2018-05-25,17,TH_SP15_GEN,12.7,0,-0.89,17.22,0,-0.9
2018-05-25,18,TH_SP15_GEN,21.01,0,-1.26,22.94,0,5.86
2018-05-25,19,TH_SP15_GEN,26.59,0,-1.23,20.85,0,-0.31
2018-05-25,20,TH_SP15_GEN,38.43,0,-1.45,29.58,3.47,-0.08
2018-05-25,21,TH_SP15_GEN,46.35,0,-1.76,31.6,0,0.02
2018-05-25,22,TH_SP15_GEN,40.35,0,-1.65,27.77,2.21,0.09
2018-05-25,23,TH_SP15_GEN,32.22,0,-1.44,22.62,0.43,-0.32
2018-05-25,24,TH_SP15_GEN,24.03,0,-1.03,20.18,0.32,-0.27
2018-05-26,1,TH_SP15_GEN,20.85,0,-0.78,36.43,9.27,-0.09
2018-05-26,2,TH_SP15_GEN,19.39,0,-0.72,20.99,0,-0.04
2018-05-26,3,TH_SP15_GEN,18.07,0,-0.66,19.75,0,-0.04
2018-05-26,4,TH_SP15_GEN,16.89,0,-0.53,18.3,0,0
2018-05-26,5,TH_SP15_GEN,18.21,0,-0.56,17.89,0,0.03
2018-05-26,6,TH_SP15_GEN,17.02,0,-0.66,17.03,0,-0.12
2018-05-26,7,TH_SP15_GEN,14.03,0.37,-0.45,7.03,0,-0.02
2018-05-26,8,TH_SP15_GEN,9.38,1.56,-0.36,2.66,0,-0.04
2018-05-26,9,TH_SP15_GEN,2.74,0,-0.17,0,0,0.02
2018-05-26,10,TH_SP15_GEN,0.74,-0.06,-0.06,-1.83,0,0.11
2018-05-26,11,TH_SP15_GEN,0.08,-0.37,-0.03,-4.23,0,0.28
2018-05-26,12,TH_SP15_GEN,-0.01,-0.41,-0.03,-10.49,0,0.66
2018-05-26,13,TH_SP15_GEN,-0.95,-0.81,0.01,-11.7,0,0.69
2018-05-26,14,TH_SP15_GEN,-1.88,-1.11,0.05,-14.97,0,0.85
2018-05-26,15,TH_SP15_GEN,-0.92,-0.4,0.04,-13.1,0,0.69
2018-05-26,16,TH_SP15_GEN,0,0,0,-6.59,0,0.34
2018-05-26,17,TH_SP15_GEN,0.49,0,-0.03,-0.86,0,0.06
2018-05-26,18,TH_SP15_GEN,4.93,0,-0.3,5.9,0,-0.19
2018-05-26,19,TH_SP15_GEN,20.85,0,-0.96,12.94,0.17,-0.12
2018-05-26,20,TH_SP15_GEN,37.78,0,-1.31,24.5,3.38,0.02
2018-05-26,21,TH_SP15_GEN,46.85,0,-1.65,60.96,15.45,0.19
2018-05-26,22,TH_SP15_GEN,38.54,0,-1.49,32.21,7.55,-0.07
2018-05-26,23,TH_SP15_GEN,25.82,0,-1.03,25.43,1.01,-0.17
2018-05-26,24,TH_SP15_GEN,19.35,0,-0.8,25.82,3.1,0.02
2018-05-27,1,TH_SP15_GEN,21.45,0,-0.78,19.74,0.24,0.05
2018-05-27,2,TH_SP15_GEN,15.05,0,-0.59,15.05,0,-0.09
2018-05-27,3,TH_SP15_GEN,12.36,0,-0.48,13.9,0,-0.16
2018-05-27,4,TH_SP15_GEN,12.15,0,-0.47,12.98,0,-0.15
2018-05-27,5,TH_SP15_GEN,13.69,0,-0.51,13.21,0,-0.14
2018-05-27,6,TH_SP15_GEN,16.24,0,-0.59,14.73,0,-0.04
2018-05-27,7,TH_SP15_GEN,7.11,0.17,-0.27,6.08,0,-0.02
2018-05-27,8,TH_SP15_GEN,0.64,0.29,-0.02,-0.35,0,0.06
2018-05-27,9,TH_SP15_GEN,-1.16,0.24,0.09,-7.6,0,0.29
2018-05-27,10,TH_SP15_GEN,-2.25,0.3,0.17,-5.7,0,0.2
2018-05-27,11,TH_SP15_GEN,-0.77,0.14,0.06,-4.2,0,0.14
2018-05-27,12,TH_SP15_GEN,0.29,0.17,-0.01,-5.05,0,0.17
2018-05-27,13,TH_SP15_GEN,0.02,0.01,0,-9.21,0,0.34
2018-05-27,14,TH_SP15_GEN,-0.95,0.06,0.07,-4.92,0,0.16
2018-05-27,15,TH_SP15_GEN,0.01,0,0,-5.04,0,0.17
2018-05-27,16,TH_SP15_GEN,1.02,0,-0.06,-0.36,0,0.01
2018-05-27,17,TH_SP15_GEN,6.43,0,-0.42,2.78,0,-0.09
2018-05-27,18,TH_SP15_GEN,18.22,0,-1.13,11.23,0,-0.35
2018-05-27,19,TH_SP15_GEN,29.8,0,-1.79,17.18,0.38,-0.27
2018-05-27,20,TH_SP15_GEN,36.92,0,-1.76,27.05,2.11,-0.23
2018-05-27,21,TH_SP15_GEN,50.29,0,-2.34,39.59,0.84,-0.09
2018-05-27,22,TH_SP15_GEN,36.3,0,-1.67,33,4.98,-0.26
2018-05-27,23,TH_SP15_GEN,29.98,0,-1.33,27.95,0,-0.31
2018-05-27,24,TH_SP15_GEN,23.82,0,-1.04,21.87,0,-0.32
2018-05-28,1,TH_SP15_GEN,20.91,0,-0.76,19.56,0.2,-0.12
2018-05-28,2,TH_SP15_GEN,17.2,0,-0.6,19.45,0,-0.12
2018-05-28,3,TH_SP15_GEN,17.15,0,-0.56,24.12,0,0.04
2018-05-28,4,TH_SP15_GEN,17.21,0,-0.55,16.26,0,-0.12
2018-05-28,5,TH_SP15_GEN,19.38,0,-0.65,15.4,0,-0.16
2018-05-28,6,TH_SP15_GEN,21.02,0,-0.74,15.58,0,-0.11
2018-05-28,7,TH_SP15_GEN,14.78,0.01,-0.48,9.68,0,-0.1
2018-05-28,8,TH_SP15_GEN,6.96,0.93,-0.27,9.61,0,-0.24
2018-05-28,9,TH_SP15_GEN,1.19,0.58,-0.03,2.58,0,-0.13
2018-05-28,10,TH_SP15_GEN,1.06,0.46,-0.03,4.41,0,-0.24
2018-05-28,11,TH_SP15_GEN,1.19,0.15,-0.06,8.96,0,-0.47
2018-05-28,12,TH_SP15_GEN,3.2,0,-0.22,11.49,0,-0.65
2018-05-28,13,TH_SP15_GEN,5.03,0,-0.33,11.81,0,-0.64
2018-05-28,14,TH_SP15_GEN,12,0,-0.75,12.61,0,-0.64
2018-05-28,15,TH_SP15_GEN,13.66,-0.74,-0.99,13.01,0,-0.59
2018-05-28,16,TH_SP15_GEN,16.07,-0.95,-1.22,15.25,0,-0.64
2018-05-28,17,TH_SP15_GEN,20.57,-0.67,-1.59,14.93,0.1,-0.75
2018-05-28,18,TH_SP15_GEN,25.92,-1.08,-2.04,23.31,5.49,-0.53
2018-05-28,19,TH_SP15_GEN,33.55,-0.47,-2.03,49.15,15.24,-1.41
2018-05-28,20,TH_SP15_GEN,41.55,-1.68,-2.27,50.77,15.27,-1.23
2018-05-28,21,TH_SP15_GEN,56.52,0,-2.78,48.73,13.81,-1.1
2018-05-28,22,TH_SP15_GEN,40.24,0,-1.91,40.45,11.1,-0.93
2018-05-28,23,TH_SP15_GEN,28.83,0,-1.26,30.29,5.59,-0.79
2018-05-28,24,TH_SP15_GEN,22.17,0,-0.96,18,0.07,-0.42
2018-05-29,1,TH_SP15_GEN,19.34,0,-0.9,18.39,1.8,-0.42
2018-05-29,2,TH_SP15_GEN,19.99,0,-0.79,25.22,5.05,-0.46
2018-05-29,3,TH_SP15_GEN,18.82,-0.68,-0.74,29.94,8,-0.41
2018-05-29,4,TH_SP15_GEN,18.82,0,-0.67,24.6,4.75,-0.31
2018-05-29,5,TH_SP15_GEN,20.15,0,-0.79,20.72,2.34,-0.31
2018-05-29,6,TH_SP15_GEN,28.23,0,-1.15,43.85,13.73,-0.68
2018-05-29,7,TH_SP15_GEN,35.17,0,-1.28,41.15,14.32,-0.46
2018-05-29,8,TH_SP15_GEN,28.99,0,-1.59,23.68,5.04,-0.5
2018-05-29,9,TH_SP15_GEN,19.33,0.06,-1.17,14.02,0,-0.65
2018-05-29,10,TH_SP15_GEN,19.27,0.06,-1.28,15.77,0,-0.75
2018-05-29,11,TH_SP15_GEN,21.14,-0.04,-1.63,15.9,0,-0.83
2018-05-29,12,TH_SP15_GEN,24.5,0,-1.9,18.13,0,-0.89
2018-05-29,13,TH_SP15_GEN,22.78,0,-1.74,24.8,0,-1.34
2018-05-29,14,TH_SP15_GEN,26.27,-0.13,-2.2,27.97,1.96,-1.44
2018-05-29,15,TH_SP15_GEN,27.63,-0.25,-2.43,30.31,-0.19,-1.89
2018-05-29,16,TH_SP15_GEN,29.61,-0.04,-2.53,101.71,-0.04,-6.36
2018-05-29,17,TH_SP15_GEN,32.06,-0.11,-2.56,25.58,0.04,-1.14
2018-05-29,18,TH_SP15_GEN,35.76,-0.06,-2.56,22.3,1.18,-0.84
2018-05-29,19,TH_SP15_GEN,41.21,0,-2.34,24.83,1.2,-0.5
2018-05-29,20,TH_SP15_GEN,57.62,0,-2.32,26.04,0.33,-0.15
2018-05-29,21,TH_SP15_GEN,52.92,0,-2.09,35.2,0,0.05
2018-05-29,22,TH_SP15_GEN,41.01,0,-1.7,22.3,0,0
2018-05-29,23,TH_SP15_GEN,29.84,0,-1.5,19.7,0,-0.39
2018-05-29,24,TH_SP15_GEN,25.06,-0.09,-1.08,18.74,0,-0.38
2018-05-30,1,TH_SP15_GEN,23.88,0,-1.01,21.58,0.16,-0.19
2018-05-30,2,TH_SP15_GEN,21.25,0,-0.73,21,0,-0.12
2018-05-30,3,TH_SP15_GEN,21.26,0,-0.71,19.57,0,-0.04
2018-05-30,4,TH_SP15_GEN,20.14,0,-0.67,20.38,0,-0.06
2018-05-30,5,TH_SP15_GEN,21.52,0,-0.72,22.24,0,0.02
2018-05-30,6,TH_SP15_GEN,30.57,0,-1.17,21.51,0,-0.19
2018-05-30,7,TH_SP15_GEN,35.63,0,-1.64,21.14,0,-0.01
2018-05-30,8,TH_SP15_GEN,23.96,0.28,-1.43,18.94,0,-0.42
2018-05-30,9,TH_SP15_GEN,18.77,0.64,-1.24,16.4,0,-0.69
2018-05-30,10,TH_SP15_GEN,17.16,0.81,-1.26,15.83,0,-0.88
2018-05-30,11,TH_SP15_GEN,17.02,0.99,-1.29,15.07,0,-0.92
2018-05-30,12,TH_SP15_GEN,18.22,0.2,-1.5,12.6,0,-0.73
2018-05-30,13,TH_SP15_GEN,16.52,-0.57,-1.38,0.01,0,0
2018-05-30,14,TH_SP15_GEN,13.79,-1.55,-1.28,7.84,0,-0.42
2018-05-30,15,TH_SP15_GEN,15.6,-3.63,-1.74,10.03,0,-0.64
2018-05-30,16,TH_SP15_GEN,19.68,-0.56,-1.86,14.8,0,-0.91
2018-05-30,17,TH_SP15_GEN,21.5,-0.17,-1.72,18.13,0,-0.98
2018-05-30,18,TH_SP15_GEN,26.42,-0.08,-2.11,17.41,0,-0.75
2018-05-30,19,TH_SP15_GEN,34.5,0,-2.07,20.11,1.14,-0.43
2018-05-30,20,TH_SP15_GEN,43.26,-0.08,-1.96,22.93,0.53,0.07
2018-05-30,21,TH_SP15_GEN,54.03,-0.87,-2.43,28.24,2.52,0.12
2018-05-30,22,TH_SP15_GEN,42,-0.15,-1.78,28.54,0,0.05
2018-05-30,23,TH_SP15_GEN,30.2,0,-1.21,24.43,0,-0.28
2018-05-30,24,TH_SP15_GEN,24.34,0,-1,18.54,0,-0.13
2018-05-31,1,TH_SP15_GEN,21.71,0,-0.89,18.73,0,-0.12
2018-05-31,2,TH_SP15_GEN,20.19,0,-0.79,18.23,0,-0.18
2018-05-31,3,TH_SP15_GEN,17.82,0,-0.7,18.15,0,-0.12
2018-05-31,4,TH_SP15_GEN,17.32,0,-0.67,15.87,0,-0.13
2018-05-31,5,TH_SP15_GEN,19.98,0,-0.83,17.89,0,-0.19
2018-05-31,6,TH_SP15_GEN,29.13,0,-1.2,18.38,0,-0.3
2018-05-31,7,TH_SP15_GEN,32.16,0,-1.42,20.22,0,-0.06
2018-05-31,8,TH_SP15_GEN,26.28,0.35,-1.42,23.07,0.72,-0.34
2018-05-31,9,TH_SP15_GEN,20.18,0.09,-1.3,16.31,0,-0.51
2018-05-31,10,TH_SP15_GEN,17.15,0.19,-1.09,12.12,0,-0.48
2018-05-31,11,TH_SP15_GEN,18.33,0,-1.34,12.97,0,-0.55
2018-05-31,12,TH_SP15_GEN,16.91,0,-1.31,10.77,0,-0.47
2018-05-31,13,TH_SP15_GEN,13.93,0,-1.01,8.32,0,-0.4
2018-05-31,14,TH_SP15_GEN,11.87,0,-0.86,7.04,0,-0.33
2018-05-31,15,TH_SP15_GEN,12.99,0,-0.95,0.66,0,-0.03
2018-05-31,16,TH_SP15_GEN,14.26,0,-0.98,1.46,0,-0.1
2018-05-31,17,TH_SP15_GEN,15.18,0,-1.08,8.11,0,-0.28
2018-05-31,18,TH_SP15_GEN,22.42,0,-1.38,13.68,1.51,-0.32
2018-05-31,19,TH_SP15_GEN,30.73,0,-1.44,71.31,27.63,-0.39
2018-05-31,20,TH_SP15_GEN,39.92,-0.26,-1.47,41.6,10.82,-0.08
2018-05-31,21,TH_SP15_GEN,55.31,0,-1.98,43.28,13.27,-0.11
2018-05-31,22,TH_SP15_GEN,39.6,0,-1.45,128.81,35.69,-0.16
2018-05-31,23,TH_SP15_GEN,29.5,0,-1.23,28.47,4.02,-0.35
2018-05-31,24,TH_SP15_GEN,20.93,0,-0.86,14.5,0,-0.22
2018-06-01,1,TH_SP15_GEN,19.82,0,-0.81,14.55,0,-0.18
2018-06-01,2,TH_SP15_GEN,17.77,0,-0.71,1.59,0,-0.03
2018-06-01,3,TH_SP15_GEN,17.86,0,-0.72,9.42,0,-0.18
2018-06-01,4,TH_SP15_GEN,17.46,0,-0.66,13.74,0,-0.23
2018-06-01,5,TH_SP15_GEN,20.22,0,-0.79,13.92,0,-0.19
2018-06-01,6,TH_SP15_GEN,27.21,0,-1.14,15.23,0,-0.23
2018-06-01,7,TH_SP15_GEN,31.86,0.19,-1.27,18.23,0.96,-0.27
2018-06-01,8,TH_SP15_GEN,21.7,0.28,-1.18,5.82,0.19,-0.12
2018-06-01,9,TH_SP15_GEN,16.65,0.65,-0.95,-0.77,0,0.04
2018-06-01,10,TH_SP15_GEN,15.81,0.37,-0.99,-2.06,0,0.11
2018-06-01,11,TH_SP15_GEN,15.57,0.11,-1.08,0.01,0,0
2018-06-01,12,TH_SP15_GEN,15.52,0,-1.12,0,0,0
2018-06-01,13,TH_SP15_GEN,15.11,0,-1.01,0.24,0,-0.01
2018-06-01,14,TH_SP15_GEN,18.04,0,-1.29,10.38,0,-0.18
2018-06-01,15,TH_SP15_GEN,23.08,0,-1.66,14.52,0,-0.4
2018-06-01,16,TH_SP15_GEN,24.91,0,-1.86,15.36,0,-0.41
2018-06-01,17,TH_SP15_GEN,26.82,0,-2.05,17.38,0.89,-0.43
2018-06-01,18,TH_SP15_GEN,31.35,0,-2.23,22.2,3.21,-0.28
2018-06-01,19,TH_SP15_GEN,35.42,0,-2.04,37.86,8.93,-0.15
2018-06-01,20,TH_SP15_GEN,43.67,0,-1.86,35.52,0.89,0.25
2018-06-01,21,TH_SP15_GEN,54.15,0,-2.37,82.54,20.65,0.26
2018-06-01,22,TH_SP15_GEN,42.98,0,-1.9,30.28,3.11,-0.02
2018-06-01,23,TH_SP15_GEN,31.93,0,-1.42,23.68,0,-0.19
2018-06-01,24,TH_SP15_GEN,28.47,0,-1.08,23.07,0,-0.14
2018-06-02,1,TH_SP15_GEN,30.57,0,-0.97,30.43,1.67,0
2018-06-02,2,TH_SP15_GEN,26.38,0,-0.83,23.23,0,-0.06
2018-06-02,3,TH_SP15_GEN,26.18,0,-0.85,26.78,4.21,-0.11
2018-06-02,4,TH_SP15_GEN,26.01,0,-0.81,19.65,0.11,-0.09
2018-06-02,5,TH_SP15_GEN,25.95,0,-0.78,24.85,0.15,0
2018-06-02,6,TH_SP15_GEN,30.72,0,-0.95,23.21,0,0.04
2018-06-02,7,TH_SP15_GEN,19.9,0,-0.65,28.54,9.03,0.04
2018-06-02,8,TH_SP15_GEN,11.21,0.52,-0.47,11.68,0.09,-0.14
2018-06-02,9,TH_SP15_GEN,7.09,0.31,-0.41,12.64,0,-0.52
2018-06-02,10,TH_SP15_GEN,10.94,0.57,-0.67,14.04,0,-0.59
2018-06-02,11,TH_SP15_GEN,10.45,0.31,-0.72,15.76,0,-0.63
2018-06-02,12,TH_SP15_GEN,14.01,0,-1.04,18.86,0,-0.77
2018-06-02,13,TH_SP15_GEN,19.69,0,-1.39,18.39,0,-0.73
2018-06-02,14,TH_SP15_GEN,25.56,0,-1.9,21.39,0,-0.7
2018-06-02,15,TH_SP15_GEN,28.57,0,-2.14,20.47,0,-0.63
2018-06-02,16,TH_SP15_GEN,31.4,0,-2.48,25.42,0,-0.75
2018-06-02,17,TH_SP15_GEN,34.94,0,-2.62,29.99,0,-0.92
2018-06-02,18,TH_SP15_GEN,39.06,0,-2.98,28.98,0,-1.06
2018-06-02,19,TH_SP15_GEN,41.29,0,-2.67,37.65,2.71,-0.69
